transaction_id,amount,hour,country,merchant_category,device,country_risk_score,is_fraud,log_amount,is_night,is_high_risk_country,fraud_probability,fraud_label,risk_level
T000212,43.48,17,CH,restaurant,pos,0.085,0,3.7950396499423267,0,0,0.0,0,
T000909,89.83,15,DE,grocery,pos,0.06,0,4.508989627514122,0,0,0.005,0,LOW
T001741,22.17,22,CH,grocery,desktop,0.054,0,3.142858338444285,0,0,0.0,0,
T001244,16.62,16,CH,grocery,pos,0.2,0,2.8690346205080335,0,0,0.0,0,
T001696,13.46,9,CH,grocery,pos,0.05,0,2.671386216730619,0,0,0.0,0,
T001182,42.56,17,CH,grocery,mobile,0.034,0,3.77413929806476,0,0,0.0,0,
T000361,61.54,15,CH,fuel,pos,0.167,0,4.135806352029695,0,0,0.0,0,
T001473,24.75,7,IT,restaurant,desktop,0.146,0,3.248434627109745,0,0,0.0,0,
T000678,43.01,20,CH,grocery,desktop,0.132,0,3.784416880823,0,0,0.0,0,
T001621,10.35,14,CH,restaurant,desktop,0.112,0,2.4292177439274116,0,0,0.0,0,
T001089,21.81,15,DE,restaurant,mobile,0.019,0,3.1271990362962967,0,0,0.0,0,
T001987,1045.47,5,BR,gift_cards,emulator,0.766,1,6.95317787448996,1,1,1.0,1,HIGH
T001847,14.59,19,CH,fuel,mobile,0.028,0,2.7466296830696852,0,0,0.0,0,
T000987,41.53,21,FR,retail,mobile,0.173,0,3.750209709265542,0,0,0.0,0,
T001512,15.96,22,FR,grocery,desktop,0.035,0,2.830857630363757,0,0,0.0,0,
T000111,24.15,6,FR,restaurant,desktop,0.027,0,3.224857896545748,1,0,0.0,0,
T001487,8.53,15,CH,grocery,mobile,0.152,0,2.254444717666111,0,0,0.0,0,
T001453,116.86,7,CH,grocery,mobile,0.09,0,4.769497479409767,0,0,0.0,0,
T000383,17.9,8,CH,retail,mobile,0.176,0,2.9391619220655967,0,0,0.0,0,
T001395,27.41,18,CH,restaurant,desktop,0.012,0,3.3467411958660964,0,0,0.0,0,
T001054,17.63,17,CH,retail,desktop,0.106,0,2.924773184613497,0,0,0.0,0,
T000755,119.04,9,CH,fuel,pos,0.169,0,4.787825020572166,0,0,0.0,0,
T000324,13.42,18,CH,fuel,desktop,0.037,0,2.668616131856803,0,0,0.0,0,
T001623,16.43,12,FR,grocery,desktop,0.071,0,2.8581928595319295,0,0,0.0,0,
T000787,32.31,10,CH,fuel,pos,0.17,0,3.5058576522055884,0,0,0.0,0,
T000368,26.01,22,CH,fuel,desktop,0.132,0,3.2962071678045244,0,0,0.0,0,
T001819,13.57,16,DE,grocery,mobile,0.175,0,2.6789646202071133,0,0,0.0,0,
T000069,16.66,10,CH,retail,desktop,0.078,0,2.8713021951758138,0,0,0.0,0,
T000857,32.55,8,CH,grocery,pos,0.099,0,3.5130368634176907,0,0,0.0,0,
T001483,19.3,20,CH,retail,mobile,0.059,0,3.0106208860477417,0,0,0.0,0,
T001555,30.58,18,DE,fuel,mobile,0.153,0,3.452524008827496,0,0,0.0,0,
T001691,18.45,7,CH,retail,mobile,0.193,0,2.9678470700644555,0,0,0.0,0,
T001474,15.32,16,CH,restaurant,desktop,0.149,0,2.792391349535961,0,0,0.0,0,
T001798,46.79,18,DE,fuel,mobile,0.182,0,3.866816412590067,0,0,0.0,0,
T000478,155.61,20,CH,restaurant,mobile,0.021,0,5.053758638478342,0,0,0.0,0,
T000281,36.5,9,IT,fuel,mobile,0.169,0,3.624340932976365,0,0,0.0,0,
T001647,44.32,20,CH,grocery,desktop,0.161,0,3.8137484361598055,0,0,0.0,0,
T001556,42.44,9,CH,retail,desktop,0.025,0,3.77138067562568,0,0,0.0,0,
T001729,73.91,12,CH,retail,desktop,0.021,0,4.316287392959792,0,0,0.0,0,
T000210,34.55,11,FR,restaurant,pos,0.035,0,3.5709401562492498,0,0,0.0,0,
T000297,29.5,13,CH,fuel,pos,0.03,0,3.417726683613366,0,0,0.0,0,
T001884,24.15,22,CH,restaurant,desktop,0.194,0,3.224857896545748,0,0,0.0,0,
T001833,29.14,9,CH,restaurant,desktop,0.02,0,3.4058531931983493,0,0,0.0,0,
T000651,48.23,9,DE,restaurant,mobile,0.032,0,3.8965031937701093,0,0,0.0,0,
T001233,115.33,21,CH,fuel,mobile,0.062,0,4.756430979828675,0,0,0.0,0,
T001502,15.02,6,IT,retail,desktop,0.198,0,2.7738379416402132,1,0,0.0,0,
T001931,33.05,6,FR,fuel,mobile,0.19,0,3.527830032595521,1,0,0.0,0,
T000916,35.33,21,FR,grocery,pos,0.05,0,3.5926438462331105,0,0,0.0,0,
T000993,16.29,20,CH,retail,mobile,0.088,0,2.850128299695199,0,0,0.0,0,
T000429,8.54,15,FR,fuel,desktop,0.065,0,2.255493485460195,0,0,0.0,0,
T001370,22.11,17,IT,retail,desktop,0.014,0,3.1402654242862895,0,0,0.0,0,
T000239,40.91,16,IT,retail,pos,0.128,0,3.73552446193698,0,0,0.0,0,
T000879,50.05,19,CH,fuel,mobile,0.177,0,3.9328055446106744,0,0,0.0,0,
T000620,15.27,17,CH,grocery,pos,0.123,0,2.7893229212309465,0,0,0.0,0,
T000256,52.47,12,CH,retail,desktop,0.195,0,3.97912074896064,0,0,0.0,0,
T000611,23.73,21,CH,retail,pos,0.036,0,3.208017081533325,0,0,0.0,0,
T000544,5.57,6,CH,restaurant,pos,0.17,0,1.8825138324965192,1,0,0.0,0,
T000771,17.51,15,IT,retail,desktop,0.16,0,2.9183111265854063,0,0,0.0,0,
T001419,33.27,12,CH,grocery,mobile,0.193,0,3.5342703358865175,0,0,0.0,0,
T001041,18.63,13,DE,restaurant,pos,0.089,0,2.9770590082883697,0,0,0.0,0,
T001789,54.83,17,DE,restaurant,desktop,0.178,0,4.022311359322269,0,0,0.0,0,
T000759,37.34,15,CH,fuel,pos,0.036,0,3.6464937376174986,0,0,0.0,0,
T000382,6.86,10,CH,grocery,desktop,0.069,0,2.061786606441115,0,0,0.0,0,
T001103,22.56,12,CH,grocery,pos,0.135,0,3.159550358783386,0,0,0.0,0,
T000973,16.58,21,CH,grocery,pos,0.164,0,2.866761892257031,0,0,0.0,0,
T000352,41.04,7,CH,restaurant,mobile,0.023,0,3.7386215460087504,0,0,0.0,0,
T001605,13.85,14,CH,restaurant,mobile,0.144,0,2.6979998652487085,0,0,0.0,0,
T001825,31.98,6,DE,restaurant,mobile,0.085,0,3.495901317131453,1,0,0.0,0,
T001036,11.76,21,CH,retail,pos,0.175,0,2.546315277916644,0,0,0.0,0,
T001107,13.04,9,CH,grocery,pos,0.166,0,2.641910398597665,0,0,0.0,0,
T000494,61.18,21,CH,grocery,mobile,0.024,0,4.130033404630607,0,0,0.0,0,
T000393,73.62,22,DE,fuel,pos,0.087,0,4.312408567793012,0,0,0.0,0,
T001546,13.48,21,CH,grocery,mobile,0.162,0,2.6727683869575705,0,0,0.0,0,
T000464,22.93,8,CH,grocery,mobile,0.191,0,3.175132901920282,0,0,0.0,0,
T000886,34.83,22,CH,restaurant,desktop,0.074,0,3.5787855313168624,0,0,0.0,0,
T001193,29.72,22,CH,retail,desktop,0.172,0,3.4249139082794713,0,0,0.0,0,
T000366,28.06,16,CH,retail,mobile,0.187,0,3.369362658142137,0,0,0.0,0,
T001893,22.97,9,CH,fuel,desktop,0.04,0,3.176803048446293,0,0,0.0,0,
T001873,39.17,14,FR,fuel,mobile,0.058,0,3.693120448371191,0,0,0.0,0,
T000744,33.47,20,CH,fuel,pos,0.197,0,3.540089380528774,0,0,0.0,0,
T000529,14.26,9,DE,grocery,desktop,0.149,0,2.725235025856311,0,0,0.0,0,
T000802,25.99,19,FR,fuel,mobile,0.025,0,3.295466427029913,0,0,0.0,0,
T001223,31.45,15,CH,fuel,mobile,0.117,0,3.479700443150099,0,0,0.0,0,
T001978,1138.18,1,CN,gift_cards,emulator,0.846,1,7.038063984323824,1,1,1.0,1,HIGH
T001905,32.09,21,DE,retail,pos,0.099,0,3.499231121933521,0,0,0.0,0,
T001699,27.32,7,DE,grocery,pos,0.133,0,3.343568268825519,0,0,0.0,0,
T001544,17.09,22,IT,restaurant,desktop,0.125,0,2.895359299407204,0,0,0.0,0,
T001313,34.28,8,DE,restaurant,mobile,0.051,0,3.5633162311385904,0,0,0.0,0,
T000306,52.8,20,IT,restaurant,desktop,0.168,0,3.9852734671677386,0,0,0.0,0,
T001666,13.47,21,DE,grocery,mobile,0.095,0,2.6720775406433925,0,0,0.0,0,
T000862,62.08,7,CH,retail,desktop,0.18,0,4.1444037620948375,0,0,0.0,0,
T001566,25.54,18,CH,restaurant,desktop,0.064,0,3.2786530289040616,0,0,0.0,0,
T000530,35.99,9,FR,grocery,desktop,0.024,0,3.610647605844363,0,0,0.0,0,
T000654,114.89,9,CH,fuel,desktop,0.088,0,4.7526414653463,0,0,0.0,0,
T001259,23.73,22,FR,grocery,mobile,0.127,0,3.208017081533325,0,0,0.0,0,
T000233,16.59,8,CH,fuel,mobile,0.05,0,2.8673305587494666,0,0,0.0,0,
T000120,39.43,19,DE,fuel,desktop,0.177,0,3.6995720836526793,0,0,0.0,0,
T001697,16.34,7,CH,retail,mobile,0.123,0,2.853015971352396,0,0,0.0,0,
T000949,28.39,10,DE,grocery,desktop,0.167,0,3.380654480430826,0,0,0.0,0,
T000617,37.92,20,CH,restaurant,mobile,0.092,0,3.6615082573178044,0,0,0.0,0,
T001178,13.56,19,CH,grocery,mobile,0.095,0,2.67827804276854,0,0,0.0,0,
T000307,17.2,14,CH,restaurant,mobile,0.119,0,2.9014215940827497,0,0,0.0,0,
T000135,62.18,22,CH,retail,pos,0.198,0,4.145987795373939,0,0,0.0,0,
T000554,30.04,16,DE,grocery,mobile,0.097,0,3.435276695315018,0,0,0.0,0,
T001673,14.11,18,CH,retail,pos,0.097,0,2.715356776284648,0,0,0.0,0,
T000583,95.81,7,CH,grocery,mobile,0.166,0,4.57275029473198,0,0,0.0,0,
T001640,24.89,12,CH,restaurant,mobile,0.045,0,3.2538567937634464,0,0,0.0,0,
T000670,51.81,16,DE,grocery,mobile,0.074,0,3.966700566718842,0,0,0.0,0,
T000834,24.03,12,FR,fuel,desktop,0.188,0,3.2200751054436827,0,0,0.0,0,
T000109,23.46,12,CH,fuel,mobile,0.013,0,3.1970391302590264,0,0,0.0,0,
T001164,45.31,12,CH,restaurant,pos,0.064,0,3.835357920492661,0,0,0.0,0,
T001959,257.74,4,NG,travel,unknown,0.758,1,5.555823696489756,1,1,1.0,1,HIGH
T001464,17.32,17,CH,grocery,desktop,0.071,0,2.9079933592459843,0,0,0.0,0,
T001728,30.58,19,DE,grocery,desktop,0.112,0,3.452524008827496,0,0,0.0,0,
T001242,17.3,17,CH,fuel,mobile,0.066,0,2.9069010598473755,0,0,0.0,0,
T000211,48.49,17,CH,restaurant,mobile,0.11,0,3.901770628963795,0,0,0.0,0,
T001767,22.08,17,CH,fuel,mobile,0.19,0,3.138966441639899,0,0,0.0,0,
T001120,47.62,17,FR,restaurant,pos,0.011,0,3.884034968887977,0,0,0.0,0,
T000679,52.61,6,DE,grocery,mobile,0.074,0,3.9817356178394463,1,0,0.005,0,LOW
T001950,130.45,5,US,crypto,emulator,0.828,1,4.87862655117589,1,1,1.0,1,HIGH
T001838,24.05,16,CH,grocery,desktop,0.17,0,3.2208738275308737,0,0,0.0,0,
T000411,12.49,6,CH,restaurant,mobile,0.046,0,2.6019486702196644,1,0,0.0,0,
T001324,25.5,7,CH,grocery,mobile,0.042,0,3.2771447329921766,0,0,0.0,0,
T000782,30.82,21,CH,grocery,mobile,0.074,0,3.4600950229096408,0,0,0.0,0,
T001345,10.06,15,CH,fuel,desktop,0.086,0,2.4033349960941885,0,0,0.0,0,
T000874,24.05,18,DE,restaurant,desktop,0.033,0,3.2208738275308737,0,0,0.0,0,
T001652,27.57,9,CH,fuel,mobile,0.017,0,3.3523572162426816,0,0,0.0,0,
T001278,27.53,14,IT,retail,desktop,0.189,0,3.3509561652254085,0,0,0.0,0,
T000785,46.92,13,CH,grocery,desktop,0.187,0,3.869532953807194,0,0,0.0,0,
T001818,21.61,7,CH,fuel,pos,0.037,0,3.1183922862898785,0,0,0.0,0,
T001198,28.06,18,CH,fuel,mobile,0.167,0,3.369362658142137,0,0,0.0,0,
T000807,18.41,16,CH,grocery,desktop,0.169,0,2.9657883971809187,0,0,0.0,0,
T000712,17.69,10,DE,grocery,desktop,0.151,0,2.9279886214674717,0,0,0.0,0,
T001990,219.69,2,RU,gift_cards,emulator,0.943,1,5.396759001860069,1,1,1.0,1,HIGH
T001659,48.61,8,DE,fuel,desktop,0.139,0,3.9041924263129575,0,0,0.0,0,
T001190,26.13,15,FR,retail,desktop,0.056,0,3.3006401266708405,0,0,0.0,0,
T001225,22.69,6,DE,grocery,mobile,0.024,0,3.165053018170694,1,0,0.0,0,
T000602,41.34,14,CH,retail,mobile,0.025,0,3.745732265706719,0,0,0.0,0,
T000270,58.25,13,DE,restaurant,desktop,0.068,0,4.081765780015241,0,0,0.0,0,
T001384,38.29,21,CH,restaurant,pos,0.097,0,3.6709700335703683,0,0,0.0,0,
T000231,27.93,19,CH,fuel,mobile,0.168,0,3.3648791189880436,0,0,0.0,0,
T000049,8.52,7,CH,restaurant,desktop,0.129,0,2.253394848803274,0,0,0.0,0,
T000462,16.12,12,CH,restaurant,mobile,0.111,0,2.840247370713596,0,0,0.0,0,
T001105,13.15,9,DE,retail,mobile,0.12,0,2.649714624089247,0,0,0.0,0,
T000855,17.42,18,IT,grocery,mobile,0.067,0,2.913437030827161,0,0,0.0,0,
T000693,35.5,11,FR,retail,desktop,0.166,0,3.597312260588446,0,0,0.0,0,
T001551,21.71,20,IT,restaurant,mobile,0.103,0,3.122805356117467,0,0,0.0,0,
T001872,20.39,22,DE,fuel,mobile,0.031,0,3.062923523094314,0,0,0.0,0,
T000526,9.24,22,CH,fuel,pos,0.038,0,2.3263016196113617,0,0,0.0,0,
T000173,30.1,10,CH,grocery,mobile,0.032,0,3.4372078191851885,0,0,0.0,0,
T000720,29.51,10,FR,grocery,desktop,0.13,0,3.418054498728578,0,0,0.0,0,
T000414,29.95,18,DE,retail,pos,0.16,0,3.432372999130605,0,0,0.0,0,
T000237,27.44,22,CH,fuel,mobile,0.016,0,3.34779660493504,0,0,0.0,0,
T001472,22.64,12,DE,restaurant,pos,0.168,0,3.1629401925378975,0,0,0.0,0,
T001335,20.04,22,CH,grocery,mobile,0.027,0,3.046425387869509,0,0,0.0,0,
T001063,8.64,12,CH,restaurant,pos,0.071,0,2.265921108622454,0,0,0.0,0,
T000023,10.43,9,FR,fuel,mobile,0.115,0,2.4362414778067194,0,0,0.0,0,
T001766,90.25,6,CH,fuel,pos,0.016,0,4.513602992462601,1,0,0.01,0,LOW
T000063,11.97,6,DE,retail,mobile,0.086,0,2.5626389983283526,1,0,0.0,0,
T000289,16.88,17,CH,restaurant,mobile,0.085,0,2.883682769745368,0,0,0.0,0,
T000188,14.76,14,DE,restaurant,desktop,0.117,0,2.757475084429733,0,0,0.0,0,
T000701,46.04,19,CH,fuel,desktop,0.115,0,3.850998303590371,0,0,0.0,0,
T001814,20.88,16,CH,grocery,pos,0.114,0,3.0855729775537806,0,0,0.0,0,
T001137,11.75,12,DE,fuel,desktop,0.195,0,2.5455312716044354,0,0,0.0,0,
T000354,24.25,16,CH,retail,desktop,0.065,0,3.228826155721369,0,0,0.0,0,
T000416,62.22,9,FR,retail,mobile,0.103,0,4.146620706787472,0,0,0.0,0,
T001245,11.77,13,CH,restaurant,pos,0.137,0,2.547098670044448,0,0,0.0,0,
T000930,17.58,17,FR,restaurant,mobile,0.184,0,2.922085733385692,0,0,0.0,0,
T000196,14.44,14,CH,restaurant,pos,0.127,0,2.73696154459663,0,0,0.0,0,
T000579,48.73,6,CH,grocery,mobile,0.018,0,3.906608372726647,1,0,0.0,0,
T001134,21.19,15,CH,fuel,desktop,0.058,0,3.099641736944503,0,0,0.0,0,
T001813,42.02,19,DE,fuel,pos,0.184,0,3.761665123839584,0,0,0.0,0,
T001934,119.89,7,DE,grocery,mobile,0.08,0,4.794881041213901,0,0,0.005,0,LOW
T000433,37.73,14,CH,retail,mobile,0.063,0,3.6566144935266607,0,0,0.0,0,
T000100,10.49,7,FR,restaurant,desktop,0.099,0,2.4414770918606643,0,0,0.0,0,
T001654,30.06,16,IT,restaurant,mobile,0.162,0,3.435920817720541,0,0,0.0,0,
T000394,49.78,8,FR,restaurant,mobile,0.074,0,3.9275025762765323,0,0,0.0,0,
T001938,47.06,12,DE,restaurant,pos,0.132,0,3.872450230308323,0,0,0.0,0,
T000220,98.38,15,FR,restaurant,pos,0.02,0,4.598950886174174,0,0,0.005,0,LOW
T001675,20.22,15,IT,retail,desktop,0.138,0,3.054944133185837,0,0,0.0,0,
T001497,50.65,22,CH,restaurant,mobile,0.03,0,3.9444901955656477,0,0,0.0,0,
T001784,25.78,6,CH,grocery,mobile,0.088,0,3.2876553402630266,1,0,0.0,0,
T000344,18.49,21,DE,retail,mobile,0.04,0,2.9699015135194693,0,0,0.0,0,
T001027,26.36,9,CH,fuel,desktop,0.196,0,3.3090820927543496,0,0,0.0,0,
T000888,34.97,7,FR,restaurant,mobile,0.109,0,3.5826852577075323,0,0,0.0,0,
T001350,12.16,18,CH,retail,mobile,0.192,0,2.5771819258971713,0,0,0.0,0,
T000552,49.44,17,CH,restaurant,mobile,0.156,0,3.920784511096719,0,0,0.0,0,
T000743,24.92,18,DE,fuel,desktop,0.118,0,3.255014871484074,0,0,0.0,0,
T001541,71.05,15,CH,grocery,mobile,0.196,0,4.277360322445531,0,0,0.0,0,
T000538,44.87,7,IT,grocery,mobile,0.074,0,3.8258113086090804,0,0,0.0,0,
T000906,10.85,21,CH,retail,mobile,0.196,0,2.47232786758114,0,0,0.0,0,
T001394,19.7,19,CH,retail,mobile,0.18,0,3.0301337002713233,0,0,0.0,0,
T000115,29.4,22,CH,restaurant,mobile,0.075,0,3.414442608412176,0,0,0.0,0,
T000829,20.72,12,CH,restaurant,desktop,0.116,0,3.0782334950657346,0,0,0.0,0,
T001937,32.48,8,IT,restaurant,mobile,0.179,0,3.5109482456212744,0,0,0.0,0,
T000808,52.12,14,CH,restaurant,mobile,0.038,0,3.9725535051681784,0,0,0.0,0,
T001310,24.17,21,CH,fuel,mobile,0.098,0,3.2256528091472245,0,0,0.0,0,
T001004,37.3,16,DE,restaurant,desktop,0.109,0,3.6454498961866,0,0,0.0,0,
T000305,26.32,11,FR,fuel,pos,0.042,0,3.307619034702589,0,0,0.0,0,
T001100,44.65,19,DE,retail,pos,0.192,0,3.8210036070409776,0,0,0.0,0,
T000479,48.03,9,CH,fuel,mobile,0.088,0,3.892432355663142,0,0,0.0,0,
T001423,14.83,20,CH,retail,mobile,0.179,0,2.761906873892921,0,0,0.0,0,
T001075,18.24,20,CH,grocery,desktop,0.146,0,2.9569914452375605,0,0,0.0,0,
T000570,24.81,16,DE,fuel,desktop,0.023,0,3.2507620137305224,0,0,0.0,0,
T000618,32.74,11,CH,grocery,mobile,0.068,0,3.5186840771178223,0,0,0.0,0,
T001897,64.02,8,IT,grocery,desktop,0.094,0,4.174694914875759,0,0,0.0,0,
T001265,10.5,12,DE,grocery,pos,0.177,0,2.4423470353692043,0,0,0.0,0,
T000078,25.92,19,CH,grocery,desktop,0.159,0,3.2928695047765273,0,0,0.0,0,
T001911,93.58,17,CH,grocery,mobile,0.021,0,4.54944603721573,0,0,0.0,0,
T000032,24.33,22,DE,fuel,desktop,0.131,0,3.2319894640135836,0,0,0.0,0,
T001537,17.82,12,CH,retail,mobile,0.172,0,2.9349201341572337,0,0,0.0,0,
T001033,36.17,22,FR,retail,mobile,0.064,0,3.615501984309161,0,0,0.0,0,
T001562,5.73,20,IT,fuel,desktop,0.06,0,1.9065751436566365,0,0,0.0,0,
T000351,59.45,17,CH,fuel,desktop,0.024,0,4.101816577060802,0,0,0.0,0,
T000163,14.99,18,DE,restaurant,mobile,0.117,0,2.771963526845863,0,0,0.0,0,
T000203,46.17,18,DE,restaurant,pos,0.12,0,3.8537580972961702,0,0,0.0,0,
T001053,28.69,13,FR,restaurant,mobile,0.062,0,3.3908102887756684,0,0,0.0,0,
T001364,50.3,18,CH,grocery,mobile,0.099,0,3.937690752176724,0,0,0.0,0,
T001966,204.82,1,BR,travel,unknown,0.777,1,5.327002000407946,1,1,1.0,1,HIGH
T000495,33.9,20,DE,grocery,pos,0.184,0,3.5524868292083815,0,0,0.0,0,
T001624,75.49,9,CH,restaurant,mobile,0.078,0,4.337160013333775,0,0,0.0,0,
T001965,97.46,1,US,electronics,unknown,0.803,1,4.589650374330055,1,1,1.0,1,HIGH
T001962,319.28,4,NG,electronics,unknown,0.894,1,5.769195613204433,1,1,1.0,1,HIGH
T000610,36.33,8,CH,fuel,desktop,0.072,0,3.6197972929264925,0,0,0.0,0,
T000432,20.87,13,FR,grocery,pos,0.09,0,3.0851158346886765,0,0,0.0,0,
T001491,113.85,15,CH,grocery,mobile,0.191,0,4.743626929135107,0,0,0.0,0,
T000218,18.33,18,FR,fuel,pos,0.028,0,2.9616582932202395,0,0,0.0,0,
T001930,11.73,17,CH,retail,pos,0.188,0,2.543961412569315,0,0,0.0,0,
T001465,34.92,12,DE,restaurant,pos,0.18,0,3.581294243433999,0,0,0.0,0,
T000630,8.89,6,CH,restaurant,mobile,0.105,0,2.2915241456346207,1,0,0.0,0,
T001381,18.31,11,CH,fuel,mobile,0.069,0,2.960623096440423,0,0,0.0,0,
T001301,44.49,7,CH,grocery,mobile,0.111,0,3.817492521581913,0,0,0.0,0,
T000059,44.05,8,CH,retail,desktop,0.046,0,3.807772984054347,0,0,0.0,0,
T000298,39.95,9,CH,retail,mobile,0.026,0,3.7123518102990785,0,0,0.0,0,
T001710,47.67,17,CH,fuel,mobile,0.035,0,3.885062823845363,0,0,0.0,0,
T000073,62.73,8,DE,grocery,mobile,0.157,0,4.154655409326203,0,0,0.0,0,
T000162,49.16,16,CH,grocery,mobile,0.087,0,3.9152178963246653,0,0,0.0,0,
T001274,50.8,16,DE,fuel,desktop,0.014,0,3.9473901492654373,0,0,0.0,0,
T001593,42.2,9,CH,fuel,mobile,0.069,0,3.765840495250065,0,0,0.0,0,
T001433,17.29,22,CH,fuel,pos,0.011,0,2.906354462402774,0,0,0.0,0,
T001612,41.67,9,CH,fuel,mobile,0.133,0,3.7534960971999087,0,0,0.0,0,
T000591,18.42,19,CH,retail,mobile,0.088,0,2.966303462863179,0,0,0.0,0,
T000316,36.94,20,CH,retail,mobile,0.114,0,3.636005964506868,0,0,0.0,0,
T000045,15.93,15,CH,restaurant,mobile,0.052,0,2.829087196145044,0,0,0.0,0,
T001719,18.89,18,FR,grocery,desktop,0.133,0,2.9902170928658807,0,0,0.0,0,
